@id,qudt:abbreviation,qudt:code,qudt:conversionMultiplier,qudt:conversionOffset,qudt:currencyExponent,qudt:description,qudt:exactMatch,qudt:literal,qudt:quantityKind,qudt:symbol,qudt:uneceCommonCode,rdf:type,rdfs:label,skos:closeMatch,skos:exactMatch
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DegreeRankine>,'degR'^^xsd:string,'0545'^^xsd:string,0.5555555555555555556E0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermodynamicTemperature>,'degR'^^xsd:string,'A48'^^xsd:string,qudt:Unit|qudt:NotUsedWithSIUnit|qudt:TemperatureUnit,'Degree Rankine'^^xsd:string,"",<http://qudt.org/vocab/unit#DegreeRankine>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DegreeRankinePerHour>,'degR / h'^^xsd:string,"","","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/TemperaturePerTime>,'degR / h'^^xsd:string,'J28'^^xsd:string,qudt:Unit|qudt:TemperaturePerTimeUnit,'Degree Rankine per Hour'^^xsd:string,"",<http://qudt.org/vocab/unit#DegreeRankinePerHour>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DegreeRankinePerMinute>,'degR / m'^^xsd:string,"","","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/TemperaturePerTime>,'degR / m'^^xsd:string,'J29'^^xsd:string,qudt:Unit|qudt:TemperaturePerTimeUnit,'Degree Rankine per Minute'^^xsd:string,"",<http://qudt.org/vocab/unit#DegreeRankinePerMinute>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DegreeRankinePerSecond>,'degR / s'^^xsd:string,"","","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/TemperaturePerTime>,'degR / s'^^xsd:string,'J30'^^xsd:string,qudt:Unit|qudt:TemperaturePerTimeUnit,'Degree Rankine per Second'^^xsd:string,"",<http://qudt.org/vocab/unit#DegreeRankinePerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Denar>,'MKD'^^xsd:string,'807'^^xsd:string,"","",2,Former Yugoslav Republic of Macedonia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Denar'^^xsd:string,"",<http://dbpedia.org/resource/Macedonian_denar>|<http://qudt.org/vocab/unit#Denar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Denier>,"",'0550'^^xsd:string,1.1E-7,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MassPerLength>,"","",qudt:MassPerLengthUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Denier'^^xsd:string,"",<http://qudt.org/vocab/unit#Denier>|<http://dbpedia.org/resource/Denier>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Diopter>,'D'^^xsd:string,'2064'^^xsd:string,1,0.0,"","'A dioptre, or diopter, is a unit of measurement of the optical power of a lens or curved mirror, which is equal to the reciprocal of the focal length measured in metres (that is, 1/metres). For example, a 3 dioptre lens brings parallel rays of light to focus at 1/3 metre. The same unit is also sometimes used for other reciprocals of distance, particularly radii of curvature and the vergence of optical beams.

Though the diopter is based on the SI-metric system it has not been included in the standard so that there is no international name or abbreviation for this unit of measurement—within the international system of units this unit for optical power would need to be specified explicitly as the inverse metre. [Wikipedia]'^^xsd:string","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Curvature>,'D'^^xsd:string,"",qudt:CurvatureUnit|qudt:Unit,'Diopter'^^xsd:string,"",<http://dbpedia.org/resource/Dioptre>|<http://qudt.org/vocab/unit#Diopter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DjiboutiFranc>,'DJF'^^xsd:string,'262'^^xsd:string,"","",0,Djibouti,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Djibouti Franc'^^xsd:string,"",<http://dbpedia.org/resource/Djiboutian_franc>|<http://qudt.org/vocab/unit#DjiboutiFranc>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Dobra>,'STD'^^xsd:string,'678'^^xsd:string,"","",0,S�o Tom� and Pr�ncipe,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Dobra'^^xsd:string,"",<http://dbpedia.org/resource/Dobra>|<http://qudt.org/vocab/unit#Dobra>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DominicanPeso>,'DOP'^^xsd:string,'214'^^xsd:string,"","",2,Dominican Republic,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Dominican Peso'^^xsd:string,"",<http://dbpedia.org/resource/Dominican_peso>|<http://qudt.org/vocab/unit#DominicanPeso>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DryGallonUS>,'dry_gal'^^xsd:string,"",4.40488377E-2,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/DryVolume>,'dry_gal'^^xsd:string,"",qudt:Unit|qudt:VolumeUnit,'Dry Gallon US'^^xsd:string,"",<http://qudt.org/vocab/unit#DryGallonUS>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DryPintUS>,'dry_pt'^^xsd:string,'1370'^^xsd:string,5.50610471E-3,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/DryVolume>,'dry_pt'^^xsd:string,"",qudt:VolumeUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'US Dry Pint'^^xsd:string,"",<http://qudt.org/vocab/unit#DryPintUS>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DryQuartUS>,'dry_qt'^^xsd:string,'1540'^^xsd:string,0.00110122094,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/DryVolume>,'dry_qt'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:Unit|qudt:VolumeUnit,'US Dry Quart'^^xsd:string,"",<http://qudt.org/vocab/unit#DryQuartUS>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Dyne>,'dyn'^^xsd:string,'0560'^^xsd:string,1.0E-5,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Force>,'dyn'^^xsd:string,'DU'^^xsd:string,qudt:DerivedUnit|qudt:Unit|qudt:ForceUnit|qudt:NotUsedWithSIUnit,'Dyne'^^xsd:string,"",<http://qudt.org/vocab/unit#Dyne>|<http://dbpedia.org/resource/Dyne>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DyneCentimeter>,'dyn-cm'^^xsd:string,'0565'^^xsd:string,1.0E-7,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Torque>,'dyn-cm'^^xsd:string,"",qudt:Unit|qudt:BendingMomentOrTorqueUnit|qudt:NotUsedWithSIUnit,'Dyne Centimeter'^^xsd:string,"",<http://qudt.org/vocab/unit#DyneCentimeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/DynePerSquareCentimeter>,'dyn/cm^2'^^xsd:string,'0570'^^xsd:string,1.0E-1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ForcePerArea>,'dyn/cm^2'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:PressureOrStressUnit,'Dyne per Square Centimeter'^^xsd:string,"",<http://qudt.org/vocab/unit#DynePerSquareCentimeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/EastCaribbeanDollar>,'XCD'^^xsd:string,'951'^^xsd:string,"","",2,"Anguilla, Antigua and Barbuda, Dominica, Grenada, Montserrat, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'East Caribbean Dollar'^^xsd:string,"",<http://qudt.org/vocab/unit#EastCaribbeanDollar>|<http://dbpedia.org/resource/East_Caribbean_dollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/EgyptianPound>,'EGP'^^xsd:string,'818'^^xsd:string,"","",2,Egypt,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Egyptian Pound'^^xsd:string,"",<http://qudt.org/vocab/unit#EgyptianPound>|<http://dbpedia.org/resource/Egyptian_pound>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ElectronVolt>,'eV'^^xsd:string,'0575'^^xsd:string,1.6021765314E-19,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyAndWork>,'eV'^^xsd:string,"",qudt:Unit|qudt:UsedWithSIUnit|qudt:EnergyAndWorkUnit,'Electron Volt'^^xsd:string,"",<http://dbpedia.org/resource/Electron_volt>|<http://qudt.org/vocab/unit#ElectronVolt>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ElectronVoltPerKelvin>,'eV K^-1'^^xsd:string,"",1.6021765314E-19,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/HeatCapacity>,'eV K^-1'^^xsd:string,"",qudt:Unit|qudt:HeatCapacityAndEntropyUnit,'Electron Volt per Kelvin'^^xsd:string,"",<http://qudt.org/vocab/unit#ElectronVoltPerKelvin>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ElectronVoltPerTesla>,'eV T^-1'^^xsd:string,"",1.6021765314E-19,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MagneticDipoleMoment>,'eV T^-1'^^xsd:string,"",qudt:Unit|qudt:ElectricityAndMagnetismUnit,'Electron Volt per Tesla'^^xsd:string,"",<http://qudt.org/vocab/unit#ElectronVoltPerTesla>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ElectronVoltSecond>,'eV s'^^xsd:string,"",1.6021765314E-19,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AngularMomentum>,'eV s'^^xsd:string,"",qudt:Unit|qudt:AngularMomentumUnit,'Electron Volt Second'^^xsd:string,"",<http://qudt.org/vocab/unit#ElectronVoltSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Erg>,'erg'^^xsd:string,'0580'^^xsd:string,1.0E-7,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyAndWork>,'erg'^^xsd:string,'A57'^^xsd:string,qudt:EnergyAndWorkUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Erg'^^xsd:string,"",<http://dbpedia.org/resource/Erg>|<http://qudt.org/vocab/unit#Erg>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ErgPerCubicCentimeter>,"",'2018'^^xsd:string,0.1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyDensity>,'erg/cm^3'^^xsd:string,"",qudt:Unit|qudt:EnergyDensityUnit,'Erg per Cubic Centimeter'^^xsd:string,"",<http://qudt.org/vocab/unit#ErgPerCubicCentimeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ErgPerGram>,"","",1.0E-4,0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/SpecificEnergy>,"",'A61'^^xsd:string,qudt:Unit|qudt:SpecificEnergyUnit,'Erg per Gram'^^xsd:string,"",<http://qudt.org/vocab/unit#ErgPerGram>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ErgPerSecond>,'erg/s'^^xsd:string,'0585'^^xsd:string,1.0E-7,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Power>,'erg/s'^^xsd:string,'A63'^^xsd:string,qudt:PowerUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Erg per Second'^^xsd:string,"",<http://qudt.org/vocab/unit#ErgPerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ErgPerSquareCentimeterSecond>,'erg/(cm^2-s)'^^xsd:string,'0590'^^xsd:string,0.001,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/PowerPerArea>,'erg/(cm^2-s)'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:PowerPerAreaUnit|qudt:Unit,'Erg per Square Centimeter Second'^^xsd:string,"",<http://qudt.org/vocab/unit#ErgPerSquareCentimeterSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ErgSecond>,"","",1.0E-7,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AngularMomentum>,'erg s'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:AngularMomentumUnit,'Erg Second'^^xsd:string,"",<http://qudt.org/vocab/unit#ErgSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/EthiopianBirr>,'ETB'^^xsd:string,'230'^^xsd:string,"","",2,Ethiopia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Ethiopian Birr'^^xsd:string,"",<http://qudt.org/vocab/unit#EthiopianBirr>|<http://dbpedia.org/resource/Ethiopian_birr>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Euro>,'EUR'^^xsd:string,'978'^^xsd:string,"","",2,"European Union, see eurozone","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Euro'^^xsd:string,"",<http://dbpedia.org/resource/Euro>|<http://qudt.org/vocab/unit#Euro>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/EuropeanCompositeUnit>,'XBA'^^xsd:string,'955'^^xsd:string,"","","",Bonds market unit,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'European Composite Unit (EURCO) (Bonds market unit)'^^xsd:string,"",<http://qudt.org/vocab/unit#EuropeanCompositeUnit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/EuropeanMonetaryUnit>,'XBB'^^xsd:string,'956'^^xsd:string,"","","",Bonds market unit,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'European Monetary Unit (E.M.U.-6) (Bonds market unit)'^^xsd:string,"",<http://qudt.org/vocab/unit#EuropeanMonetaryUnit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/EuropeanUnitOfAccount17>,'XBD'^^xsd:string,'958'^^xsd:string,"","","",Bonds market unit,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'European Unit of Account 17 (E.U.A.-17) (Bonds market unit)'^^xsd:string,"",<http://qudt.org/vocab/unit#EuropeanUnitOfAccount17>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/EuropeanUnitOfAccount9>,'XBC'^^xsd:string,'957'^^xsd:string,"","","",Bonds market unit,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'European Unit of Account 9 (E.U.A.-9) (Bonds market unit)'^^xsd:string,"",<http://qudt.org/vocab/unit#EuropeanUnitOfAccount9>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Exa>,"","",1.0E18,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Dimensionless>,'E'^^xsd:string,"",qudt:Unit|qudt:DecimalPrefixUnit,'Exa'^^xsd:string,"",<http://dbpedia.org/resource/Exa->|<http://qudt.org/vocab/unit#Exa>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Exbi>,"","",152921504606846976,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Dimensionless>,'Ei'^^xsd:string,"",qudt:Unit|qudt:BinaryPrefixUnit,'Exbi'^^xsd:string,<http://dbpedia.org/resource/Binary_prefix>,<http://qudt.org/vocab/unit#Exbi>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FalklandIslandsPound>,'FKP'^^xsd:string,'238'^^xsd:string,"","",2,Falkland Islands,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Falkland Islands Pound'^^xsd:string,"",<http://qudt.org/vocab/unit#FalklandIslandsPound>|<http://dbpedia.org/resource/Falkland_Islands_pound>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Farad>,'F'^^xsd:string,'0595'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Capacitance>,'F'^^xsd:string,'FAR'^^xsd:string,qudt:SIDerivedUnit|qudt:Unit|qudt:DerivedUnit|qudt:CapacitanceUnit,'Farad'^^xsd:string,"",<http://qudt.org/vocab/unit#Farad>|<http://dbpedia.org/resource/Farad>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FaradPerMeter>,'F/m'^^xsd:string,'0605'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Permittivity>,'F m^-1'^^xsd:string,"",qudt:Unit|qudt:DerivedUnit|qudt:SIDerivedUnit|qudt:PermittivityUnit,'Farad per Meter'^^xsd:string,"",<http://qudt.org/vocab/unit#FaradPerMeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Faraday>,'F'^^xsd:string,'0600'^^xsd:string,96485.3399,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCharge>,'F'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:ElectricChargeUnit,'Faraday'^^xsd:string,<http://dbpedia.org/resource/Faraday_constant>,<http://qudt.org/vocab/unit#Faraday>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Fathom>,'fath'^^xsd:string,'0610'^^xsd:string,1.8288,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Length>,'fath'^^xsd:string,'AK'^^xsd:string,qudt:NotUsedWithSIUnit|qudt:LengthUnit|qudt:Unit,'Fathom'^^xsd:string,"",<http://dbpedia.org/resource/Fathom>|<http://qudt.org/vocab/unit#Fathom>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Femto>,"","",1.0E-15,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Dimensionless>,'f'^^xsd:string,"",qudt:Unit|qudt:DecimalPrefixUnit,'Femto'^^xsd:string,"",<http://dbpedia.org/resource/Femto->|<http://qudt.org/vocab/unit#Femto>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Femtometer>,'fm'^^xsd:string,"",1.0E-15,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Length>,'fm'^^xsd:string,"",qudt:LengthUnit|qudt:Unit,'Femtometer'^^xsd:string,<http://dbpedia.org/resource/Metre>,<http://qudt.org/vocab/unit#Femtometer>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Fermi>,'fm'^^xsd:string,'0615'^^xsd:string,1.0E-15,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Length>,'fm'^^xsd:string,"",qudt:Unit|qudt:LengthUnit|qudt:NotUsedWithSIUnit,'Fermi'^^xsd:string,"",<http://dbpedia.org/resource/Enrico_Fermi>|<http://qudt.org/vocab/unit#Fermi>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FijiDollar>,'FJD'^^xsd:string,'242'^^xsd:string,"","",2,Fiji,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Fiji Dollar'^^xsd:string,"",<http://dbpedia.org/resource/Fijian_dollar>|<http://qudt.org/vocab/unit#FijiDollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Flight>,'flight'^^xsd:string,'0620'^^xsd:string,"","","","","","","",'flight'^^xsd:string,"",qudt:Unit|qudt:EventUnit,'Flight'^^xsd:string,<http://dbpedia.org/resource/Flight>,<http://qudt.org/vocab/unit#Flight>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Foot>,'ft'^^xsd:string,'0625'^^xsd:string,0.3048,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Length>,'ft'^^xsd:string,'FOT'^^xsd:string,qudt:Unit|qudt:NotUsedWithSIUnit|qudt:LengthUnit,'Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#Foot>|<http://dbpedia.org/resource/Foot_%28length%29>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootCandle>,'fc'^^xsd:string,'0630'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LuminousFluxPerArea>,'fc'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:IlluminanceUnit,'Foot Candle'^^xsd:string,"",<http://dbpedia.org/resource/Foot-candle>|<http://qudt.org/vocab/unit#FootCandle>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootLambert>,'ft-L'^^xsd:string,'0635'^^xsd:string,3.4262591,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Luminance>,'ft-L'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:LuminanceUnit|qudt:Unit,'Foot Lambert'^^xsd:string,"",<http://qudt.org/vocab/unit#FootLambert>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootOfWater>,'ftH2O'^^xsd:string,'0640'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ForcePerArea>,'ftH2O'^^xsd:string,'K24'^^xsd:string,qudt:Unit|qudt:PressureOrStressUnit|qudt:NotUsedWithSIUnit,'Foot of Water'^^xsd:string,"",<http://qudt.org/vocab/unit#FootOfWater>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPerHour>,'ft/hr'^^xsd:string,'0645'^^xsd:string,8.466666666666667E-5,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LinearVelocity>,'ft/hr'^^xsd:string,'K14'^^xsd:string,qudt:LinearVelocityUnit|qudt:Unit,'Foot per Hour'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPerHour>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPerMinute>,'ft/min'^^xsd:string,'0650'^^xsd:string,0.00508e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LinearVelocity>,'ft/min'^^xsd:string,'FR'^^xsd:string,qudt:Unit|qudt:LinearVelocityUnit,'Foot per Minute'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPerMinute>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPerSecond>,'ft/s'^^xsd:string,'0655'^^xsd:string,0.3048e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LinearVelocity>,'ft/s'^^xsd:string,'FS'^^xsd:string,qudt:Unit|qudt:LinearVelocityUnit,'Foot per Second'^^xsd:string,"",<http://dbpedia.org/resource/Foot_per_second>|<http://qudt.org/vocab/unit#FootPerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPerSecondSquared>,'ft/s^2'^^xsd:string,'0660'^^xsd:string,0.3048e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LinearAcceleration>,'ft/s^2'^^xsd:string,'A73'^^xsd:string,qudt:NotUsedWithSIUnit|qudt:Unit|qudt:LinearAccelerationUnit|qudt:DerivedUnit,'Foot per Second Squared'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPerSecondSquared>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPoundForce>,'ft-lbf'^^xsd:string,'0670'^^xsd:string,1.35581807,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyAndWork>,'ft-lbf'^^xsd:string,"",qudt:EnergyAndWorkUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Foot Pound Force'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPoundForce>|<http://dbpedia.org/resource/Foot-pound_force>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPoundForcePerHour>,'ft-lbf/hr'^^xsd:string,'0675'^^xsd:string,3.76616129E-3,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Power>,'ft-lbf/hr'^^xsd:string,"",qudt:PowerUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Foot Pound Force per Hour'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPoundForcePerHour>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPoundForcePerMinute>,'ft-lbf/min'^^xsd:string,'0680'^^xsd:string,0.0225969678,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Power>,'ft-lbf/min'^^xsd:string,"",qudt:PowerUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Foot Pound Force per Minute'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPoundForcePerMinute>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPoundForcePerSecond>,'ft-lbf/s'^^xsd:string,'0685'^^xsd:string,1.35581807,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Power>,'ft-lbf/s'^^xsd:string,"",qudt:Unit|qudt:PowerUnit|qudt:NotUsedWithSIUnit,'Foot Pound Force per Second'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPoundForcePerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPoundForcePerSquareFoot>,'ft-lbf/ft^2'^^xsd:string,'0690'^^xsd:string,14.5939042,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyPerArea>,'ft-lbf/ft^2'^^xsd:string,"",qudt:EnergyPerAreaUnit|qudt:DerivedUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Foot Pound per Square Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPoundForcePerSquareFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPoundForcePerSquareFootSecond>,'ft-lbf(ft^2-s)'^^xsd:string,'0695'^^xsd:string,14.5939042,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/PowerPerArea>,'ft-lbf(ft^2-s)'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:PowerPerAreaUnit,'Foot Pound Force per Square Foot Second'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPoundForcePerSquareFootSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPoundForcePerSquareMeter>,'ft-lbf/m^2'^^xsd:string,"","","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyPerArea>,'ft-lbf/m^2'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:NotUsedWithSIUnit|qudt:EnergyPerAreaUnit,'Foot Pound Force per Square Meter'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPoundForcePerSquareMeter>
