@id,qudt:abbreviation,qudt:code,qudt:conversionMultiplier,qudt:conversionOffset,qudt:currencyExponent,qudt:description,qudt:exactMatch,qudt:literal,qudt:quantityKind,qudt:symbol,qudt:uneceCommonCode,rdf:type,rdfs:label,skos:closeMatch,skos:exactMatch
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPoundForceSecond>,'lbf / s'^^xsd:string,"","","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AngularMomentum>,'lbf / s'^^xsd:string,"",qudt:Unit|qudt:AngularMomentumUnit,'Foot Pound Force Second'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPoundForceSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootPoundal>,'ft-pdl'^^xsd:string,'0665'^^xsd:string,0.042140124,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyAndWork>,'ft-pdl'^^xsd:string,"",qudt:Unit|qudt:EnergyAndWorkUnit|qudt:NotUsedWithSIUnit,'Foot Poundal'^^xsd:string,"",<http://qudt.org/vocab/unit#FootPoundal>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FootUSSurvey>,'ftUS'^^xsd:string,"",0.3048006,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Length>,'ft'^^xsd:string,"",qudt:Unit|qudt:LengthUnit,'US Survey Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#FootUSSurvey>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Forint>,'HUF'^^xsd:string,'348'^^xsd:string,"","",0,Hungary,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Forint'^^xsd:string,"",<http://dbpedia.org/resource/Hungarian_forint>|<http://qudt.org/vocab/unit#Forint>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FractionalArea>,'fa'^^xsd:string,"",12.5663706,0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/SolidAngle>,'fa'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:SolidAngleUnit,'Fractional area'^^xsd:string,"",<http://qudt.org/vocab/unit#FractionalArea>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FramePerSecond>,'fps'^^xsd:string,'3000'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/VideoFrameRate>,'fps'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:VideoFrameRateUnit,'Frame per Second'^^xsd:string,"",<http://qudt.org/vocab/unit#FramePerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/FrancCongolais>,'CDF'^^xsd:string,'976'^^xsd:string,"","",2,Democratic Republic of Congo,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Franc Congolais'^^xsd:string,"",<http://qudt.org/vocab/unit#FrancCongolais>|<http://dbpedia.org/resource/Congolese_franc>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Franklin>,'Fr'^^xsd:string,'0700'^^xsd:string,"","","","",<http://qudt.org/vocab/unit#Statcoulomb>,"",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCharge>,'Fr'^^xsd:string,"",qudt:ElectricChargeUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Franklin'^^xsd:string,"",<http://dbpedia.org/resource/Franklin>|<http://qudt.org/vocab/unit#Franklin>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Furlong>,'fur'^^xsd:string,'0381'^^xsd:string,201.1680,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Length>,'fur'^^xsd:string,"",qudt:DerivedUnit|qudt:LengthUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Furlong'^^xsd:string,"",<http://qudt.org/vocab/unit#Furlong>|<http://dbpedia.org/resource/Furlong>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Gal>,'Gal'^^xsd:string,'0705'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LinearAcceleration>,'Gal'^^xsd:string,'A76'^^xsd:string,qudt:LinearAccelerationUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Gal'^^xsd:string,"",<http://qudt.org/vocab/unit#Gal>|<http://dbpedia.org/resource/Gal>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GallonImperial>,'galIMP'^^xsd:string,'0710'^^xsd:string,4.54609E-3,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LiquidVolume>,'gal'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:VolumeUnit,'Imperial Gallon'^^xsd:string,"",<http://qudt.org/vocab/unit#GallonImperial>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GallonUS>,'galUS'^^xsd:string,'0725'^^xsd:string,0.003785412,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LiquidVolume>,'gal'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:Unit|qudt:VolumeUnit,'US Gallon'^^xsd:string,"",<http://qudt.org/vocab/unit#GallonUS>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GallonUSPerDay>,'gal/d'^^xsd:string,'0715'^^xsd:string,4.38126389E-8,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/VolumePerUnitTime>,'gal/d'^^xsd:string,"",qudt:VolumePerTimeUnit|qudt:Unit|qudt:NotUsedWithSIUnit|qudt:DerivedUnit,'US Gallon per Day'^^xsd:string,"",<http://qudt.org/vocab/unit#GallonUSPerDay>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GallonUSPerMinute>,'gal/min'^^xsd:string,'0720'^^xsd:string,6.30902E-5,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/VolumePerUnitTime>,'gal/min'^^xsd:string,'G2'^^xsd:string,qudt:Unit|qudt:NotUsedWithSIUnit|qudt:DerivedUnit|qudt:VolumePerTimeUnit,'US Gallon per Minute'^^xsd:string,"",<http://qudt.org/vocab/unit#GallonUSPerMinute>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Gamma>,'gamma'^^xsd:string,'0730'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MagneticField>,'gamma'^^xsd:string,"",qudt:MagneticFluxDensityUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Gamma'^^xsd:string,"",<http://qudt.org/vocab/unit#Gamma>|<http://dbpedia.org/resource/Gamma>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Gauss>,'G'^^xsd:string,'0735'^^xsd:string,1.0E-4,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MagneticField>,'G'^^xsd:string,"",qudt:Unit|qudt:MagneticFluxDensityUnit|qudt:NotUsedWithSIUnit,'Gauss'^^xsd:string,"",<http://dbpedia.org/resource/Gauss_%28unit%29>|<http://qudt.org/vocab/unit#Gauss>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Gibi>,"","",1073741824,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Dimensionless>,'Gi'^^xsd:string,"",qudt:Unit|qudt:BinaryPrefixUnit,'Gibi'^^xsd:string,<http://dbpedia.org/resource/Binary_prefix>,<http://qudt.org/vocab/unit#Gibi>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GibraltarPound>,'GIP'^^xsd:string,'292'^^xsd:string,"","",2,Gibraltar,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Gibraltar pound'^^xsd:string,"",<http://qudt.org/vocab/unit#GibraltarPound>|<http://dbpedia.org/resource/Gibraltar_pound>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Giga>,"","",1.0E9,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Dimensionless>,'G'^^xsd:string,"",qudt:Unit|qudt:DecimalPrefixUnit,'Giga'^^xsd:string,"",<http://dbpedia.org/resource/Giga->|<http://qudt.org/vocab/unit#Giga>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GigaElectronVolt>,'GeV'^^xsd:string,'2422'^^xsd:string,1.6021765314E-10,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyAndWork>,'GeV'^^xsd:string,"",qudt:Unit|qudt:NonSIUnit|qudt:DerivedUnit|qudt:EnergyAndWorkUnit,'Giga Electron Volt'^^xsd:string,"",<http://qudt.org/vocab/unit#GigaElectronVolt>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GigaHertz>,'GHz'^^xsd:string,'3035'^^xsd:string,1.0E9,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Frequency>,'GHz'^^xsd:string,'A86'^^xsd:string,qudt:FrequencyUnit|qudt:Unit|qudt:DerivedUnit,'Gigahertz'^^xsd:string,"",<http://qudt.org/vocab/unit#GigaHertz>|<http://dbpedia.org/resource/Hertz>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Gilbert>,'Gi'^^xsd:string,'0740'^^xsd:string,0.795774715,0.0,"",'The fundamental unit of magnetomotive force (mmf) in electromagnetic units is called a Gilbert. It is the mmf which will produce a magnetic field strength of one Gauss (Maxwell per Square Centimeter) in a path one centimeter long.'^^xsd:string,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MagnetomotiveForce>,'Gi'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:Unit|qudt:MagnetomotiveForceUnit,'Gilbert'^^xsd:string,"",<http://qudt.org/vocab/unit#Gilbert>|<http://dbpedia.org/resource/Gilbert>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Gold-OunceTroy>,'XAU'^^xsd:string,'959'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Gold (one Troy ounce)'^^xsd:string,"",<http://qudt.org/vocab/unit#Gold-OunceTroy>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GoldFranc>,'XFO'^^xsd:string,"","","","",Bank for International Settlements,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Gold franc (special settlement currency)'^^xsd:string,"",<http://qudt.org/vocab/unit#GoldFranc>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Gon>,'gon'^^xsd:string,'0750'^^xsd:string,0.015707963267949,0,"","","",'gon'^^xsd:string,<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/PlaneAngle>,'gon'^^xsd:string,'A91'^^xsd:string,qudt:Unit|qudt:NotUsedWithSIUnit|qudt:PlaneAngleUnit,'Gon'^^xsd:string,"",<http://dbpedia.org/resource/Gon>|<http://qudt.org/vocab/unit#Gon>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Grad>,'grad'^^xsd:string,'0755'^^xsd:string,0.0157079633,0.0,"","",<http://qudt.org/vocab/unit#Gon>,"",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/PlaneAngle>,'grad'^^xsd:string,'A91'^^xsd:string,qudt:PlaneAngleUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Grad'^^xsd:string,"",<http://dbpedia.org/resource/Grad>|<http://qudt.org/vocab/unit#Grad>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Grade>,'gr'^^xsd:string,'0760'^^xsd:string,"","","",'the tangent of an angle of inclination multiplied by 100'^^xsd:string,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/DimensionlessRatio>,'gr'^^xsd:string,'A91'^^xsd:string,qudt:NotUsedWithSIUnit|qudt:DimensionlessUnit|qudt:Unit,'Grade'^^xsd:string,"",<http://dbpedia.org/resource/Grade>|<http://qudt.org/vocab/unit#Grade>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Grain>,'gr'^^xsd:string,'0765'^^xsd:string,6.479891E-5,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Mass>,'gr'^^xsd:string,'GRN'^^xsd:string,qudt:Unit|qudt:NotUsedWithSIUnit|qudt:MassUnit,'Grain'^^xsd:string,"",<http://qudt.org/vocab/unit#Grain>|<http://dbpedia.org/resource/Cereal>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GrainPerGallon>,'gr/gal'^^xsd:string,'0770'^^xsd:string,0.0142537675,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Density>,'gr/gal'^^xsd:string,"",qudt:MassPerVolumeUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Grain per Gallon'^^xsd:string,"",<http://qudt.org/vocab/unit#GrainPerGallon>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Gram>,'g'^^xsd:string,'0970'^^xsd:string,0.001,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Mass>,'g'^^xsd:string,'GRM'^^xsd:string,qudt:DerivedUnit|qudt:MassUnit|qudt:SIUnit|qudt:Unit,'Gram'^^xsd:string,"",<http://dbpedia.org/resource/Gram>|<http://qudt.org/vocab/unit#Gram>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GramDegreeCelsius>,'g-degC'^^xsd:string,'2020'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MassTemperature>,'g-degC'^^xsd:string,"",qudt:Unit|qudt:MassTemperatureUnit,'Gram Degree Celsius'^^xsd:string,"",<http://qudt.org/vocab/unit#GramDegreeCelsius>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Gravity>,'G'^^xsd:string,'2100'^^xsd:string,9.80665,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LinearAcceleration>,'G'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:Unit|qudt:LinearAccelerationUnit,'Gravity'^^xsd:string,<http://dbpedia.org/resource/Gravitation>,<http://qudt.org/vocab/unit#Gravity>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Gray>,'Gy'^^xsd:string,'0775'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AbsorbedDose>,'Gy'^^xsd:string,'A95'^^xsd:string,qudt:SIDerivedUnit|qudt:DerivedUnit|qudt:Unit|qudt:AbsorbedDoseUnit,'Gray'^^xsd:string,"",<http://dbpedia.org/resource/Grey>|<http://qudt.org/vocab/unit#Gray>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GrayPerSecond>,'Gy/s'^^xsd:string,'0780'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AbsorbedDoseRate>,'Gy/s'^^xsd:string,'A96'^^xsd:string,qudt:SIDerivedUnit|qudt:AbsorbedDoseRateUnit|qudt:Unit|qudt:DerivedUnit,'Gray per Second'^^xsd:string,"",<http://qudt.org/vocab/unit#GrayPerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Guarani>,'PYG'^^xsd:string,'600'^^xsd:string,"","",0,Paraguay,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Guarani'^^xsd:string,"",<http://dbpedia.org/resource/Guaran%C3%AD>|<http://qudt.org/vocab/unit#Guarani>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GuineaFranc>,'GNF'^^xsd:string,'324'^^xsd:string,"","",0,Guinea,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Guinea Franc'^^xsd:string,"",<http://dbpedia.org/resource/Guinean_franc>|<http://qudt.org/vocab/unit#GuineaFranc>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/GuyanaDollar>,'GYD'^^xsd:string,'328'^^xsd:string,"","",2,Guyana,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Guyana Dollar'^^xsd:string,"",<http://qudt.org/vocab/unit#GuyanaDollar>|<http://dbpedia.org/resource/Guyanese_dollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HaitiGourde>,'HTG'^^xsd:string,'332'^^xsd:string,"","",2,Haiti,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Haiti Gourde'^^xsd:string,"",<http://qudt.org/vocab/unit#HaitiGourde>|<http://dbpedia.org/resource/Haitian_gourde>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Hartree>,'E_h'^^xsd:string,"",4.35974394E-18,0.0,"",'A hartree (symbol E_h) is the atomic unit of energy. The hartree energy is equal to the absolute value of the electric potential energy of the hydrogen atom in its ground state.'^^xsd:string,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyAndWork>,'E_h'^^xsd:string,"",qudt:Unit|qudt:EnergyAndWorkUnit,'Hartree'^^xsd:string,"",<http://dbpedia.org/resource/Hartree>|<http://qudt.org/vocab/unit#Hartree>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HeartBeat>,"",'2054'^^xsd:string,"","","","","","","","","",qudt:Unit|qudt:EventUnit,'Heart Beat'^^xsd:string,"",<http://qudt.org/vocab/unit#HeartBeat>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HeartBeatsPerMinute>,'BPM'^^xsd:string,'2335'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/HeartRate>,'BPM'^^xsd:string,"",qudt:NonSIUnit|qudt:HeartRateUnit|qudt:Unit|qudt:DerivedUnit,'Heart Beat per Minute'^^xsd:string,"",<http://qudt.org/vocab/unit#HeartBeatsPerMinute>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Hectare>,'ha'^^xsd:string,'0785'^^xsd:string,1.0E4,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Area>,'ha'^^xsd:string,'HAR'^^xsd:string,qudt:UsedWithSIUnit|qudt:Unit|qudt:AreaUnit,'Hectare'^^xsd:string,"",<http://dbpedia.org/resource/Hectare>|<http://qudt.org/vocab/unit#Hectare>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Hecto>,"","",1.0E2,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Dimensionless>,'h'^^xsd:string,"",qudt:Unit|qudt:DecimalPrefixUnit,'Hecto'^^xsd:string,"",<http://dbpedia.org/resource/Hecto->|<http://qudt.org/vocab/unit#Hecto>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Henry>,'H'^^xsd:string,'0790'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Inductance>,'H'^^xsd:string,'81'^^xsd:string,qudt:Unit|qudt:SIDerivedUnit|qudt:DerivedUnit|qudt:InductanceUnit,'Henry'^^xsd:string,"",<http://qudt.org/vocab/unit#Henry>|<http://dbpedia.org/resource/Henry>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HenryPerMeter>,'H/m'^^xsd:string,'0795'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Permeability>,'H/m'^^xsd:string,"",qudt:Unit|qudt:PermeabilityUnit|qudt:SIDerivedUnit|qudt:DerivedUnit,'Henry per Meter'^^xsd:string,"",<http://qudt.org/vocab/unit#HenryPerMeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Hertz>,'Hz'^^xsd:string,'3020'^^xsd:string,1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Frequency>,'Hz'^^xsd:string,'HTZ'^^xsd:string,qudt:DerivedUnit|qudt:FrequencyUnit|qudt:SIDerivedUnit|qudt:Unit,'Hertz'^^xsd:string,"",<http://qudt.org/vocab/unit#Hertz>|<http://dbpedia.org/resource/Hertz>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HertzPerKelvin>,'Hz K^-1'^^xsd:string,"",1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/InverseTimeTemperature>,'Hz K^-1'^^xsd:string,"",qudt:Unit|qudt:ThermodynamicsUnit,'Hertz per Kelvin'^^xsd:string,"",<http://qudt.org/vocab/unit#HertzPerKelvin>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HertzPerTesla>,'Hz T^-1'^^xsd:string,"",1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricChargePerMass>,'Hz T^-1'^^xsd:string,"",qudt:Unit|qudt:ElectricityAndMagnetismUnit,'Hertz per Tesla'^^xsd:string,"",<http://qudt.org/vocab/unit#HertzPerTesla>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HertzPerVolt>,'Hz V^-1'^^xsd:string,"",1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/InverseMagneticFlux>,'Hz V^-1'^^xsd:string,"",qudt:Unit|qudt:ElectricityAndMagnetismUnit,'Hertz per Volt'^^xsd:string,"",<http://qudt.org/vocab/unit#HertzPerVolt>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HongKongDollar>,'HKD'^^xsd:string,'344'^^xsd:string,"","",1,Hong Kong Special Administrative Region,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Hong Kong Dollar'^^xsd:string,"",<http://dbpedia.org/resource/Hong_Kong_dollar>|<http://qudt.org/vocab/unit#HongKongDollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Horsepower>,'HP'^^xsd:string,'0805'^^xsd:string,745.6999,0.0,"",'550 foot-pound force per second'^^xsd:string,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Power>,'HP'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:PowerUnit|qudt:Unit,'Horsepower'^^xsd:string,"",<http://qudt.org/vocab/unit#Horsepower>|<http://dbpedia.org/resource/Horsepower>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HorsepowerBoiler>,'hp/boiler'^^xsd:string,'0810'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Power>,'hp/boiler'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:PowerUnit,'Horsepower Boiler'^^xsd:string,"",<http://qudt.org/vocab/unit#HorsepowerBoiler>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HorsepowerElectric>,'hp/V'^^xsd:string,'0815'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Power>,'hp/V'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:PowerUnit,'Horsepower Electric'^^xsd:string,"",<http://qudt.org/vocab/unit#HorsepowerElectric>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HorsepowerMetric>,'hp/m'^^xsd:string,'0820'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Power>,'hp/m'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:PowerUnit,'Horsepower Metric'^^xsd:string,"",<http://qudt.org/vocab/unit#HorsepowerMetric>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HorsepowerWater>,'hp/H2O'^^xsd:string,'0825'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Power>,'hp/H2O'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:PowerUnit,'Horsepower Water'^^xsd:string,"",<http://qudt.org/vocab/unit#HorsepowerWater>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Hour>,'hr'^^xsd:string,'0830'^^xsd:string,3600.0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Time>,'hr'^^xsd:string,'HUR'^^xsd:string,qudt:Unit|qudt:UsedWithSIUnit|qudt:TimeUnit,'Hour'^^xsd:string,"",<http://dbpedia.org/resource/Hour>|<http://qudt.org/vocab/unit#Hour>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HourSidereal>,'hr'^^xsd:string,'0835'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Time>,'hr'^^xsd:string,"",qudt:Unit|qudt:UsedWithSIUnit|qudt:TimeUnit,'Hour Sidereal'^^xsd:string,"",<http://qudt.org/vocab/unit#HourSidereal>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HourSquareFoot>,'hr-ft^2'^^xsd:string,'0840'^^xsd:string,334.450944,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AreaTime>,'hr-ft^2'^^xsd:string,"",qudt:TimeAreaUnit|qudt:Unit|qudt:DerivedUnit,'Hour Square Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#HourSquareFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Hryvnia>,'UAH'^^xsd:string,'980'^^xsd:string,"","",2,Ukraine,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Hryvnia'^^xsd:string,"",<http://qudt.org/vocab/unit#Hryvnia>|<http://dbpedia.org/resource/Ukrainian_hryvnia>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HundredWeightLong>,'cwt'^^xsd:string,'0850'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Mass>,'cwt'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:MassUnit,'Hundred Weight - Long'^^xsd:string,"",<http://qudt.org/vocab/unit#HundredWeightLong>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/HundredWeightShort>,'cwt'^^xsd:string,'0855'^^xsd:string,45.359237,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Mass>,'cwt'^^xsd:string,"",qudt:MassUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Hundred Weight - Short'^^xsd:string,"",<http://qudt.org/vocab/unit#HundredWeightShort>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/IcelandKrona>,'ISK'^^xsd:string,'352'^^xsd:string,"","",0,Iceland,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Iceland Krona'^^xsd:string,"",<http://dbpedia.org/resource/Icelandic_kr%C3%B3na>|<http://qudt.org/vocab/unit#IcelandKrona>
